home_team_name,away_team_name,placar,frequencia,total_jogos,participacao_percentual,odds_ft_home_team_win,odds_ft_away_team_win
Melbourne City FC,Perth Glory FC,4x0,1,4,25.0,1.21,9.0
Melbourne City FC,Perth Glory FC,4x0,1,4,25.0,1.39,7.25
Melbourne City FC,Perth Glory FC,4x0,1,4,25.0,0.0,0.0
Melbourne City FC,Sydney FC,2x0,1,4,25.0,1.85,4.0
Melbourne City FC,Sydney FC,2x0,1,4,25.0,1.75,4.33
Melbourne City FC,Sydney FC,2x0,1,4,25.0,1.85,3.65
Melbourne City FC,Sydney FC,2x0,1,4,25.0,1.85,3.1
Melbourne City FC,Sydney FC,3x2,1,4,25.0,1.85,4.0
Melbourne City FC,Sydney FC,3x2,1,4,25.0,1.75,4.33
Melbourne City FC,Sydney FC,3x2,1,4,25.0,1.85,3.65
Melbourne City FC,Sydney FC,3x2,1,4,25.0,1.85,3.1
Melbourne City FC,Sydney FC,4x0,2,4,50.0,1.85,4.0
Melbourne City FC,Sydney FC,4x0,2,4,50.0,1.75,4.33
Melbourne City FC,Sydney FC,4x0,2,4,50.0,1.85,3.65
Melbourne City FC,Sydney FC,4x0,2,4,50.0,1.85,3.1
Melbourne City FC,Wellington Phoenix,0x0,1,4,25.0,1.37,7.2
Melbourne City FC,Wellington Phoenix,0x0,1,4,25.0,1.44,6.2
Melbourne City FC,Wellington Phoenix,0x0,1,4,25.0,1.49,5.6
Melbourne City FC,Wellington Phoenix,0x0,1,4,25.0,0.0,0.0
Melbourne City FC,Wellington Phoenix,2x1,1,4,25.0,1.37,7.2
Melbourne City FC,Wellington Phoenix,2x1,1,4,25.0,1.44,6.2
Melbourne City FC,Wellington Phoenix,2x1,1,4,25.0,1.49,5.6
Melbourne City FC,Wellington Phoenix,2x1,1,4,25.0,0.0,0.0
Melbourne City FC,Wellington Phoenix,2x2,1,4,25.0,1.37,7.2
Melbourne City FC,Wellington Phoenix,2x2,1,4,25.0,1.44,6.2
Melbourne City FC,Wellington Phoenix,2x2,1,4,25.0,1.49,5.6
Melbourne City FC,Wellington Phoenix,2x2,1,4,25.0,0.0,0.0
Melbourne City FC,Wellington Phoenix,4x1,1,4,25.0,1.37,7.2
Melbourne City FC,Wellington Phoenix,4x1,1,4,25.0,1.44,6.2
Melbourne City FC,Wellington Phoenix,4x1,1,4,25.0,1.49,5.6
Melbourne City FC,Wellington Phoenix,4x1,1,4,25.0,0.0,0.0
Melbourne City FC,Western Sydney Wanderers,0x0,1,4,25.0,1.73,4.6
Melbourne City FC,Western Sydney Wanderers,0x0,1,4,25.0,1.77,3.3
Melbourne City FC,Western Sydney Wanderers,0x0,1,4,25.0,1.87,3.58
Melbourne City FC,Western Sydney Wanderers,0x0,1,4,25.0,0.0,0.0
Melbourne City FC,Western Sydney Wanderers,0x1,1,4,25.0,1.73,4.6
Melbourne City FC,Western Sydney Wanderers,0x1,1,4,25.0,1.77,3.3
Melbourne City FC,Western Sydney Wanderers,0x1,1,4,25.0,1.87,3.58
Melbourne City FC,Western Sydney Wanderers,0x1,1,4,25.0,0.0,0.0
Melbourne City FC,Western Sydney Wanderers,3x2,1,4,25.0,1.73,4.6
Melbourne City FC,Western Sydney Wanderers,3x2,1,4,25.0,1.77,3.3
Melbourne City FC,Western Sydney Wanderers,3x2,1,4,25.0,1.87,3.58
Melbourne City FC,Western Sydney Wanderers,3x2,1,4,25.0,0.0,0.0
Melbourne City FC,Western Sydney Wanderers,3x3,1,4,25.0,1.73,4.6
Melbourne City FC,Western Sydney Wanderers,3x3,1,4,25.0,1.77,3.3
Melbourne City FC,Western Sydney Wanderers,3x3,1,4,25.0,1.87,3.58
Melbourne City FC,Western Sydney Wanderers,3x3,1,4,25.0,0.0,0.0
Melbourne City FC,Western United,0x0,1,6,16.67,1.45,6.54
Melbourne City FC,Western United,0x0,1,6,16.67,1.69,5.1
Melbourne City FC,Western United,0x0,1,6,16.67,1.81,4.14
Melbourne City FC,Western United,0x0,1,6,16.67,1.69,4.05
Melbourne City FC,Western United,0x0,1,6,16.67,1.55,5.0
Melbourne City FC,Western United,0x0,1,6,16.67,0.0,0.0
Melbourne City FC,Western United,0x1,1,6,16.67,1.45,6.54
Melbourne City FC,Western United,0x1,1,6,16.67,1.69,5.1
Melbourne City FC,Western United,0x1,1,6,16.67,1.81,4.14
Melbourne City FC,Western United,0x1,1,6,16.67,1.69,4.05
Melbourne City FC,Western United,0x1,1,6,16.67,1.55,5.0
Melbourne City FC,Western United,0x1,1,6,16.67,0.0,0.0
Melbourne City FC,Western United,0x2,1,6,16.67,1.45,6.54
Melbourne City FC,Western United,0x2,1,6,16.67,1.69,5.1
Melbourne City FC,Western United,0x2,1,6,16.67,1.81,4.14
Melbourne City FC,Western United,0x2,1,6,16.67,1.69,4.05
Melbourne City FC,Western United,0x2,1,6,16.67,1.55,5.0
Melbourne City FC,Western United,0x2,1,6,16.67,0.0,0.0
Melbourne City FC,Western United,1x2,1,6,16.67,1.45,6.54
Melbourne City FC,Western United,1x2,1,6,16.67,1.69,5.1
Melbourne City FC,Western United,1x2,1,6,16.67,1.81,4.14
Melbourne City FC,Western United,1x2,1,6,16.67,1.69,4.05
Melbourne City FC,Western United,1x2,1,6,16.67,1.55,5.0
Melbourne City FC,Western United,1x2,1,6,16.67,0.0,0.0
Melbourne City FC,Western United,2x1,1,6,16.67,1.45,6.54
Melbourne City FC,Western United,2x1,1,6,16.67,1.69,5.1
Melbourne City FC,Western United,2x1,1,6,16.67,1.81,4.14
Melbourne City FC,Western United,2x1,1,6,16.67,1.69,4.05
Melbourne City FC,Western United,2x1,1,6,16.67,1.55,5.0
Melbourne City FC,Western United,2x1,1,6,16.67,0.0,0.0
Melbourne City FC,Western United,4x0,1,6,16.67,1.45,6.54
Melbourne City FC,Western United,4x0,1,6,16.67,1.69,5.1
Melbourne City FC,Western United,4x0,1,6,16.67,1.81,4.14
Melbourne City FC,Western United,4x0,1,6,16.67,1.69,4.05
Melbourne City FC,Western United,4x0,1,6,16.67,1.55,5.0
Melbourne City FC,Western United,4x0,1,6,16.67,0.0,0.0
Melbourne Victory FC,Adelaide United,1x1,3,4,75.0,1.95,3.35
Melbourne Victory FC,Adelaide United,1x1,3,4,75.0,2.47,2.72
Melbourne Victory FC,Adelaide United,1x1,3,4,75.0,1.93,3.5
Melbourne Victory FC,Adelaide United,1x1,3,4,75.0,1.7,4.2
Melbourne Victory FC,Adelaide United,2x0,1,4,25.0,1.95,3.35
Melbourne Victory FC,Adelaide United,2x0,1,4,25.0,2.47,2.72
Melbourne Victory FC,Adelaide United,2x0,1,4,25.0,1.93,3.5
Melbourne Victory FC,Adelaide United,2x0,1,4,25.0,1.7,4.2
Melbourne Victory FC,Brisbane Roar,0x0,2,5,40.0,2.4,2.65
Melbourne Victory FC,Brisbane Roar,0x0,2,5,40.0,1.8,3.6
Melbourne Victory FC,Brisbane Roar,0x0,2,5,40.0,1.83,3.8
Melbourne Victory FC,Brisbane Roar,0x0,2,5,40.0,1.8,4.0
Melbourne Victory FC,Brisbane Roar,0x0,2,5,40.0,0.0,0.0
Melbourne Victory FC,Brisbane Roar,0x1,2,5,40.0,2.4,2.65
Melbourne Victory FC,Brisbane Roar,0x1,2,5,40.0,1.8,3.6
Melbourne Victory FC,Brisbane Roar,0x1,2,5,40.0,1.83,3.8
Melbourne Victory FC,Brisbane Roar,0x1,2,5,40.0,1.8,4.0
Melbourne Victory FC,Brisbane Roar,0x1,2,5,40.0,0.0,0.0
Melbourne Victory FC,Brisbane Roar,3x0,1,5,20.0,2.4,2.65
Melbourne Victory FC,Brisbane Roar,3x0,1,5,20.0,1.8,3.6
Melbourne Victory FC,Brisbane Roar,3x0,1,5,20.0,1.83,3.8
Melbourne Victory FC,Brisbane Roar,3x0,1,5,20.0,1.8,4.0
Melbourne Victory FC,Brisbane Roar,3x0,1,5,20.0,0.0,0.0
Melbourne Victory FC,Central Coast Mariners,0x0,1,3,33.33,2.06,3.68
Melbourne Victory FC,Central Coast Mariners,0x0,1,3,33.33,2.25,2.6
Melbourne Victory FC,Central Coast Mariners,0x0,1,3,33.33,0.0,0.0
Melbourne Victory FC,Central Coast Mariners,1x0,1,3,33.33,2.06,3.68
Melbourne Victory FC,Central Coast Mariners,1x0,1,3,33.33,2.25,2.6
Melbourne Victory FC,Central Coast Mariners,1x0,1,3,33.33,0.0,0.0
Melbourne Victory FC,Central Coast Mariners,2x0,1,3,33.33,2.06,3.68
Melbourne Victory FC,Central Coast Mariners,2x0,1,3,33.33,2.25,2.6
Melbourne Victory FC,Central Coast Mariners,2x0,1,3,33.33,0.0,0.0
Melbourne Victory FC,Macarthur,0x1,1,3,33.33,2.08,3.1
Melbourne Victory FC,Macarthur,0x1,1,3,33.33,1.56,5.2
Melbourne Victory FC,Macarthur,0x1,1,3,33.33,1.62,5.25
Melbourne Victory FC,Macarthur,2x1,1,3,33.33,2.08,3.1
Melbourne Victory FC,Macarthur,2x1,1,3,33.33,1.56,5.2
Melbourne Victory FC,Macarthur,2x1,1,3,33.33,1.62,5.25
Melbourne Victory FC,Macarthur,3x1,1,3,33.33,2.08,3.1
Melbourne Victory FC,Macarthur,3x1,1,3,33.33,1.56,5.2
Melbourne Victory FC,Macarthur,3x1,1,3,33.33,1.62,5.25
Melbourne Victory FC,Melbourne City FC,0x0,1,4,25.0,3.11,2.22
Melbourne Victory FC,Melbourne City FC,0x0,1,4,25.0,2.94,2.26
Melbourne Victory FC,Melbourne City FC,0x0,1,4,25.0,3.5,2.05
Melbourne Victory FC,Melbourne City FC,0x0,1,4,25.0,0.0,0.0
Melbourne Victory FC,Melbourne City FC,0x2,1,4,25.0,3.11,2.22
Melbourne Victory FC,Melbourne City FC,0x2,1,4,25.0,2.94,2.26
Melbourne Victory FC,Melbourne City FC,0x2,1,4,25.0,3.5,2.05
Melbourne Victory FC,Melbourne City FC,0x2,1,4,25.0,0.0,0.0
Melbourne Victory FC,Melbourne City FC,3x0,1,4,25.0,3.11,2.22
Melbourne Victory FC,Melbourne City FC,3x0,1,4,25.0,2.94,2.26
Melbourne Victory FC,Melbourne City FC,3x0,1,4,25.0,3.5,2.05
Melbourne Victory FC,Melbourne City FC,3x0,1,4,25.0,0.0,0.0
Melbourne Victory FC,Melbourne City FC,3x2,1,4,25.0,3.11,2.22
Melbourne Victory FC,Melbourne City FC,3x2,1,4,25.0,2.94,2.26
Melbourne Victory FC,Melbourne City FC,3x2,1,4,25.0,3.5,2.05
Melbourne Victory FC,Melbourne City FC,3x2,1,4,25.0,0.0,0.0
Melbourne Victory FC,Newcastle Jets FC,1x2,1,3,33.33,2.0,3.68
Melbourne Victory FC,Newcastle Jets FC,1x2,1,3,33.33,1.75,4.0
Melbourne Victory FC,Newcastle Jets FC,1x2,1,3,33.33,1.97,2.7
Melbourne Victory FC,Newcastle Jets FC,4x0,1,3,33.33,2.0,3.68
Melbourne Victory FC,Newcastle Jets FC,4x0,1,3,33.33,1.75,4.0
Melbourne Victory FC,Newcastle Jets FC,4x0,1,3,33.33,1.97,2.7
Melbourne Victory FC,Newcastle Jets FC,5x3,1,3,33.33,2.0,3.68
Melbourne Victory FC,Newcastle Jets FC,5x3,1,3,33.33,1.75,4.0
Melbourne Victory FC,Newcastle Jets FC,5x3,1,3,33.33,1.97,2.7
Melbourne Victory FC,Perth Glory FC,0x0,2,3,66.67,2.05,3.6
Melbourne Victory FC,Perth Glory FC,0x0,2,3,66.67,2.21,3.04
Melbourne Victory FC,Perth Glory FC,0x0,2,3,66.67,0.0,0.0
Melbourne Victory FC,Perth Glory FC,0x3,1,3,33.33,2.05,3.6
Melbourne Victory FC,Perth Glory FC,0x3,1,3,33.33,2.21,3.04
Melbourne Victory FC,Perth Glory FC,0x3,1,3,33.33,0.0,0.0
Melbourne Victory FC,Sydney FC,1x1,1,4,25.0,3.35,2.01
Melbourne Victory FC,Sydney FC,1x1,1,4,25.0,2.48,2.65
Melbourne Victory FC,Sydney FC,1x1,1,4,25.0,2.05,3.2
Melbourne Victory FC,Sydney FC,1x1,1,4,25.0,2.2,2.8
Melbourne Victory FC,Sydney FC,1x2,1,4,25.0,3.35,2.01
Melbourne Victory FC,Sydney FC,1x2,1,4,25.0,2.48,2.65
Melbourne Victory FC,Sydney FC,1x2,1,4,25.0,2.05,3.2
Melbourne Victory FC,Sydney FC,1x2,1,4,25.0,2.2,2.8
Melbourne Victory FC,Sydney FC,2x2,1,4,25.0,3.35,2.01
Melbourne Victory FC,Sydney FC,2x2,1,4,25.0,2.48,2.65
Melbourne Victory FC,Sydney FC,2x2,1,4,25.0,2.05,3.2
Melbourne Victory FC,Sydney FC,2x2,1,4,25.0,2.2,2.8
Melbourne Victory FC,Sydney FC,3x0,1,4,25.0,3.35,2.01
Melbourne Victory FC,Sydney FC,3x0,1,4,25.0,2.48,2.65
Melbourne Victory FC,Sydney FC,3x0,1,4,25.0,2.05,3.2
Melbourne Victory FC,Sydney FC,3x0,1,4,25.0,2.2,2.8
Melbourne Victory FC,Wellington Phoenix,1x1,1,3,33.33,1.67,4.26
Melbourne Victory FC,Wellington Phoenix,1x1,1,3,33.33,2.04,3.2
Melbourne Victory FC,Wellington Phoenix,1x1,1,3,33.33,1.7,4.0
Melbourne Victory FC,Wellington Phoenix,3x1,2,3,66.67,1.67,4.26
Melbourne Victory FC,Wellington Phoenix,3x1,2,3,66.67,2.04,3.2
Melbourne Victory FC,Wellington Phoenix,3x1,2,3,66.67,1.7,4.0
Melbourne Victory FC,Western Sydney Wanderers,0x0,1,3,33.33,1.72,3.75
Melbourne Victory FC,Western Sydney Wanderers,0x0,1,3,33.33,1.9,3.3
Melbourne Victory FC,Western Sydney Wanderers,0x0,1,3,33.33,0.0,0.0
Melbourne Victory FC,Western Sydney Wanderers,0x1,1,3,33.33,1.72,3.75
Melbourne Victory FC,Western Sydney Wanderers,0x1,1,3,33.33,1.9,3.3
Melbourne Victory FC,Western Sydney Wanderers,0x1,1,3,33.33,0.0,0.0
Melbourne Victory FC,Western Sydney Wanderers,1x1,1,3,33.33,1.72,3.75
Melbourne Victory FC,Western Sydney Wanderers,1x1,1,3,33.33,1.9,3.3
Melbourne Victory FC,Western Sydney Wanderers,1x1,1,3,33.33,0.0,0.0
Melbourne Victory FC,Western United,0x0,1,5,20.0,2.05,3.25
Melbourne Victory FC,Western United,0x0,1,5,20.0,2.0,3.75
Melbourne Victory FC,Western United,0x0,1,5,20.0,1.91,4.0
Melbourne Victory FC,Western United,0x0,1,5,20.0,1.96,3.3
Melbourne Victory FC,Western United,0x0,1,5,20.0,0.0,0.0
Melbourne Victory FC,Western United,1x1,1,5,20.0,2.05,3.25
Melbourne Victory FC,Western United,1x1,1,5,20.0,2.0,3.75
Melbourne Victory FC,Western United,1x1,1,5,20.0,1.91,4.0
Melbourne Victory FC,Western United,1x1,1,5,20.0,1.96,3.3
Melbourne Victory FC,Western United,1x1,1,5,20.0,0.0,0.0
Melbourne Victory FC,Western United,1x2,1,5,20.0,2.05,3.25
Melbourne Victory FC,Western United,1x2,1,5,20.0,2.0,3.75
Melbourne Victory FC,Western United,1x2,1,5,20.0,1.91,4.0
Melbourne Victory FC,Western United,1x2,1,5,20.0,1.96,3.3
Melbourne Victory FC,Western United,1x2,1,5,20.0,0.0,0.0
Melbourne Victory FC,Western United,1x4,1,5,20.0,2.05,3.25
Melbourne Victory FC,Western United,1x4,1,5,20.0,2.0,3.75
Melbourne Victory FC,Western United,1x4,1,5,20.0,1.91,4.0
Melbourne Victory FC,Western United,1x4,1,5,20.0,1.96,3.3
Melbourne Victory FC,Western United,1x4,1,5,20.0,0.0,0.0
Melbourne Victory FC,Western United,3x1,1,5,20.0,2.05,3.25
Melbourne Victory FC,Western United,3x1,1,5,20.0,2.0,3.75
Melbourne Victory FC,Western United,3x1,1,5,20.0,1.91,4.0
Melbourne Victory FC,Western United,3x1,1,5,20.0,1.96,3.3
Melbourne Victory FC,Western United,3x1,1,5,20.0,0.0,0.0
Newcastle Jets FC,Adelaide United,0x0,1,3,33.33,2.35,2.85
Newcastle Jets FC,Adelaide United,0x0,1,3,33.33,2.62,2.61
Newcastle Jets FC,Adelaide United,0x0,1,3,33.33,0.0,0.0
Newcastle Jets FC,Adelaide United,1x2,1,3,33.33,2.35,2.85
Newcastle Jets FC,Adelaide United,1x2,1,3,33.33,2.62,2.61
Newcastle Jets FC,Adelaide United,1x2,1,3,33.33,0.0,0.0
Newcastle Jets FC,Adelaide United,2x4,1,3,33.33,2.35,2.85
Newcastle Jets FC,Adelaide United,2x4,1,3,33.33,2.62,2.61
Newcastle Jets FC,Adelaide United,2x4,1,3,33.33,0.0,0.0
Newcastle Jets FC,Brisbane Roar,0x1,1,4,25.0,2.15,3.25
Newcastle Jets FC,Brisbane Roar,0x1,1,4,25.0,2.51,2.6
Newcastle Jets FC,Brisbane Roar,0x1,1,4,25.0,2.8,2.55
Newcastle Jets FC,Brisbane Roar,0x1,1,4,25.0,2.12,2.94
Newcastle Jets FC,Brisbane Roar,2x1,1,4,25.0,2.15,3.25
Newcastle Jets FC,Brisbane Roar,2x1,1,4,25.0,2.51,2.6
Newcastle Jets FC,Brisbane Roar,2x1,1,4,25.0,2.8,2.55
Newcastle Jets FC,Brisbane Roar,2x1,1,4,25.0,2.12,2.94
Newcastle Jets FC,Brisbane Roar,3x1,1,4,25.0,2.15,3.25
Newcastle Jets FC,Brisbane Roar,3x1,1,4,25.0,2.51,2.6
Newcastle Jets FC,Brisbane Roar,3x1,1,4,25.0,2.8,2.55
Newcastle Jets FC,Brisbane Roar,3x1,1,4,25.0,2.12,2.94
Newcastle Jets FC,Brisbane Roar,4x0,1,4,25.0,2.15,3.25
Newcastle Jets FC,Brisbane Roar,4x0,1,4,25.0,2.51,2.6
Newcastle Jets FC,Brisbane Roar,4x0,1,4,25.0,2.8,2.55
Newcastle Jets FC,Brisbane Roar,4x0,1,4,25.0,2.12,2.94
Newcastle Jets FC,Central Coast Mariners,0x0,2,5,40.0,2.28,2.95
Newcastle Jets FC,Central Coast Mariners,0x0,2,5,40.0,2.28,3.0
Newcastle Jets FC,Central Coast Mariners,0x0,2,5,40.0,3.0,2.05
Newcastle Jets FC,Central Coast Mariners,0x0,2,5,40.0,2.9,2.1
Newcastle Jets FC,Central Coast Mariners,0x0,2,5,40.0,0.0,0.0
Newcastle Jets FC,Central Coast Mariners,1x2,1,5,20.0,2.28,2.95
Newcastle Jets FC,Central Coast Mariners,1x2,1,5,20.0,2.28,3.0
Newcastle Jets FC,Central Coast Mariners,1x2,1,5,20.0,3.0,2.05
Newcastle Jets FC,Central Coast Mariners,1x2,1,5,20.0,2.9,2.1
Newcastle Jets FC,Central Coast Mariners,1x2,1,5,20.0,0.0,0.0
Newcastle Jets FC,Central Coast Mariners,1x3,1,5,20.0,2.28,2.95
Newcastle Jets FC,Central Coast Mariners,1x3,1,5,20.0,2.28,3.0
Newcastle Jets FC,Central Coast Mariners,1x3,1,5,20.0,3.0,2.05
Newcastle Jets FC,Central Coast Mariners,1x3,1,5,20.0,2.9,2.1
Newcastle Jets FC,Central Coast Mariners,1x3,1,5,20.0,0.0,0.0
Newcastle Jets FC,Central Coast Mariners,2x4,1,5,20.0,2.28,2.95
Newcastle Jets FC,Central Coast Mariners,2x4,1,5,20.0,2.28,3.0
Newcastle Jets FC,Central Coast Mariners,2x4,1,5,20.0,3.0,2.05
Newcastle Jets FC,Central Coast Mariners,2x4,1,5,20.0,2.9,2.1
Newcastle Jets FC,Central Coast Mariners,2x4,1,5,20.0,0.0,0.0
Newcastle Jets FC,Macarthur,0x0,1,3,33.33,2.23,2.85
Newcastle Jets FC,Macarthur,0x0,1,3,33.33,1.82,3.7
Newcastle Jets FC,Macarthur,0x0,1,3,33.33,0.0,0.0
Newcastle Jets FC,Macarthur,2x1,1,3,33.33,2.23,2.85
Newcastle Jets FC,Macarthur,2x1,1,3,33.33,1.82,3.7
Newcastle Jets FC,Macarthur,2x1,1,3,33.33,0.0,0.0
Newcastle Jets FC,Macarthur,2x2,1,3,33.33,2.23,2.85
Newcastle Jets FC,Macarthur,2x2,1,3,33.33,1.82,3.7
Newcastle Jets FC,Macarthur,2x2,1,3,33.33,0.0,0.0
Newcastle Jets FC,Melbourne City FC,0x2,1,3,33.33,3.2,1.96
Newcastle Jets FC,Melbourne City FC,0x2,1,3,33.33,4.1,1.83
Newcastle Jets FC,Melbourne City FC,0x2,1,3,33.33,3.71,1.77
Newcastle Jets FC,Melbourne City FC,1x2,1,3,33.33,3.2,1.96
Newcastle Jets FC,Melbourne City FC,1x2,1,3,33.33,4.1,1.83
Newcastle Jets FC,Melbourne City FC,1x2,1,3,33.33,3.71,1.77
Newcastle Jets FC,Melbourne City FC,2x4,1,3,33.33,3.2,1.96
Newcastle Jets FC,Melbourne City FC,2x4,1,3,33.33,4.1,1.83
Newcastle Jets FC,Melbourne City FC,2x4,1,3,33.33,3.71,1.77
Newcastle Jets FC,Melbourne Victory FC,1x1,1,3,33.33,2.9,2.08
Newcastle Jets FC,Melbourne Victory FC,1x1,1,3,33.33,2.39,2.69
Newcastle Jets FC,Melbourne Victory FC,1x1,1,3,33.33,3.4,1.95
Newcastle Jets FC,Melbourne Victory FC,1x2,1,3,33.33,2.9,2.08
Newcastle Jets FC,Melbourne Victory FC,1x2,1,3,33.33,2.39,2.69
Newcastle Jets FC,Melbourne Victory FC,1x2,1,3,33.33,3.4,1.95
Newcastle Jets FC,Melbourne Victory FC,2x1,1,3,33.33,2.9,2.08
Newcastle Jets FC,Melbourne Victory FC,2x1,1,3,33.33,2.39,2.69
Newcastle Jets FC,Melbourne Victory FC,2x1,1,3,33.33,3.4,1.95
Newcastle Jets FC,Perth Glory FC,2x1,1,4,25.0,1.8,3.9
Newcastle Jets FC,Perth Glory FC,2x1,1,4,25.0,1.67,4.75
Newcastle Jets FC,Perth Glory FC,2x1,1,4,25.0,2.25,3.0
Newcastle Jets FC,Perth Glory FC,2x1,1,4,25.0,2.1,3.0
Newcastle Jets FC,Perth Glory FC,2x2,2,4,50.0,1.8,3.9
Newcastle Jets FC,Perth Glory FC,2x2,2,4,50.0,1.67,4.75
Newcastle Jets FC,Perth Glory FC,2x2,2,4,50.0,2.25,3.0
Newcastle Jets FC,Perth Glory FC,2x2,2,4,50.0,2.1,3.0
Newcastle Jets FC,Perth Glory FC,6x1,1,4,25.0,1.8,3.9
Newcastle Jets FC,Perth Glory FC,6x1,1,4,25.0,1.67,4.75
Newcastle Jets FC,Perth Glory FC,6x1,1,4,25.0,2.25,3.0
Newcastle Jets FC,Perth Glory FC,6x1,1,4,25.0,2.1,3.0
Newcastle Jets FC,Sydney FC,0x0,1,3,33.33,3.04,2.29
Newcastle Jets FC,Sydney FC,0x0,1,3,33.33,2.93,2.18
Newcastle Jets FC,Sydney FC,0x0,1,3,33.33,0.0,0.0
Newcastle Jets FC,Sydney FC,0x2,1,3,33.33,3.04,2.29
Newcastle Jets FC,Sydney FC,0x2,1,3,33.33,2.93,2.18
Newcastle Jets FC,Sydney FC,0x2,1,3,33.33,0.0,0.0
Newcastle Jets FC,Sydney FC,2x0,1,3,33.33,3.04,2.29
Newcastle Jets FC,Sydney FC,2x0,1,3,33.33,2.93,2.18
Newcastle Jets FC,Sydney FC,2x0,1,3,33.33,0.0,0.0
Newcastle Jets FC,Wellington Phoenix,0x0,1,5,20.0,2.58,2.64
Newcastle Jets FC,Wellington Phoenix,0x0,1,5,20.0,2.16,2.95
Newcastle Jets FC,Wellington Phoenix,0x0,1,5,20.0,1.88,3.8
Newcastle Jets FC,Wellington Phoenix,0x0,1,5,20.0,2.34,2.7
Newcastle Jets FC,Wellington Phoenix,0x0,1,5,20.0,0.0,0.0
Newcastle Jets FC,Wellington Phoenix,1x2,1,5,20.0,2.58,2.64
Newcastle Jets FC,Wellington Phoenix,1x2,1,5,20.0,2.16,2.95
Newcastle Jets FC,Wellington Phoenix,1x2,1,5,20.0,1.88,3.8
Newcastle Jets FC,Wellington Phoenix,1x2,1,5,20.0,2.34,2.7
Newcastle Jets FC,Wellington Phoenix,1x2,1,5,20.0,0.0,0.0
Newcastle Jets FC,Wellington Phoenix,3x1,1,5,20.0,2.58,2.64
Newcastle Jets FC,Wellington Phoenix,3x1,1,5,20.0,2.16,2.95
Newcastle Jets FC,Wellington Phoenix,3x1,1,5,20.0,1.88,3.8
Newcastle Jets FC,Wellington Phoenix,3x1,1,5,20.0,2.34,2.7
Newcastle Jets FC,Wellington Phoenix,3x1,1,5,20.0,0.0,0.0
Newcastle Jets FC,Wellington Phoenix,4x0,2,5,40.0,2.58,2.64
Newcastle Jets FC,Wellington Phoenix,4x0,2,5,40.0,2.16,2.95
Newcastle Jets FC,Wellington Phoenix,4x0,2,5,40.0,1.88,3.8
Newcastle Jets FC,Wellington Phoenix,4x0,2,5,40.0,2.34,2.7
Newcastle Jets FC,Wellington Phoenix,4x0,2,5,40.0,0.0,0.0
Newcastle Jets FC,Western Sydney Wanderers,1x0,1,3,33.33,2.38,2.78
Newcastle Jets FC,Western Sydney Wanderers,1x0,1,3,33.33,2.55,2.65
Newcastle Jets FC,Western Sydney Wanderers,1x0,1,3,33.33,2.59,2.38
Newcastle Jets FC,Western Sydney Wanderers,1x1,1,3,33.33,2.38,2.78
Newcastle Jets FC,Western Sydney Wanderers,1x1,1,3,33.33,2.55,2.65
Newcastle Jets FC,Western Sydney Wanderers,1x1,1,3,33.33,2.59,2.38
Newcastle Jets FC,Western Sydney Wanderers,2x2,1,3,33.33,2.38,2.78
Newcastle Jets FC,Western Sydney Wanderers,2x2,1,3,33.33,2.55,2.65
Newcastle Jets FC,Western Sydney Wanderers,2x2,1,3,33.33,2.59,2.38
Newcastle Jets FC,Western United,1x1,1,3,33.33,2.7,2.5
Newcastle Jets FC,Western United,1x1,1,3,33.33,2.25,3.1
